ChromosomeName,StartPosition,EndPosition,FileName,NumberOfFilesFoundIn,NumberMatchingBasePairs
chr20,9376532,9377149,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,617
chr20,9663064,9663513,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,449
chr20,9752639,9752998,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,359
chr20,9771119,9771258,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,139
chr20,10009037,10009644,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,607
chr20,10372723,10373157,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,434
chr20,10402495,10403424,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,929
chr20,10643113,10643811,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,698
chr20,11399110,11399905,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,795
chr20,11477153,11478021,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,868
chr20,12164752,12165186,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,434
chr20,12406253,12406335,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,82
chr20,12498889,12499457,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,568
chr20,12586752,12587631,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,879
chr20,12670174,12670431,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,257
chr20,12673491,12673543,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,52
chr20,13023818,13023955,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,137
chr20,13236752,13236820,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,68
chr20,13323883,13324471,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,588
chr20,13337520,13337854,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,334
chr20,13386259,13386426,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,167
chr20,13427426,13427484,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,58
chr20,13511957,13512375,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,418
chr20,13610678,13611113,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,435
chr20,13618727,13620401,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1674
chr20,13658498,13658698,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,200
chr20,13677396,13677547,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,151
chr20,13808729,13808911,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,182
chr20,13975203,13977287,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,2084
chr20,13977288,13977307,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,19
chr20,14205118,14205296,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,178
chr20,14441425,14441905,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,480
chr20,14456463,14456616,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,153
chr20,14676831,14677328,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,497
chr20,14764506,14766405,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1899
chr20,14959703,14959845,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,142
chr20,14962798,14963523,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,725
chr20,15080357,15080854,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,497
chr20,15130026,15130083,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,57
chr20,15369267,15369673,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,406
chr20,15667902,15668048,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,146
chr20,15805063,15806039,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,976
chr20,15871020,15871787,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,767
chr20,16048290,16048915,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,625
chr20,16071045,16072093,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1048
chr20,16338629,16338786,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,157
chr20,16408648,16408694,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,46
chr20,16662266,16662505,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,239
chr20,16665548,16666529,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,981
chr20,16884072,16885956,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,1884
chr20,16983168,16983626,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,458
chr20,17011531,17011758,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,227
chr20,17261646,17262060,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,414
chr20,17615472,17616308,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,2,1672
chr20,17615472,17616308,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,2,1672
chr20,17631733,17632798,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,1065
chr20,17664624,17665347,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,723
chr20,17691541,17693414,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,1873
chr20,17806205,17806826,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,621
chr20,17864596,17865146,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,550
chr20,17946267,17946407,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,140
chr20,17946981,17947542,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,561
chr20,17953276,17953336,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,60
chr20,17961757,17962144,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,387
chr20,18037313,18037811,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,498
chr20,18037812,18039319,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1507
chr20,18108777,18109446,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,669
chr20,18188026,18188124,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,98
chr20,18352668,18353412,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,744
chr20,18379126,18379248,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,122
chr20,18395566,18396124,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,558
chr20,18455228,18456214,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,986
chr20,18456215,18457177,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,962
chr20,18526923,18528660,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1737
chr20,18528661,18528834,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,173
chr20,18554131,18554630,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,499
chr20,19156725,19156740,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,15
chr20,19614088,19614245,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,157
chr20,19659923,19660991,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1068
chr20,19703261,19703998,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,737
chr20,19714427,19714932,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,505
chr20,19752377,19752565,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,188
chr20,19853856,19854009,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,153
chr20,19927929,19929002,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,1073
chr20,20282761,20283083,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,322
chr20,20350410,20351149,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,739
chr20,20371874,20373416,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1542
chr20,20395931,20395984,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,53
chr20,20957133,20958049,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,916
chr20,21076720,21077927,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,1207
chr20,21084310,21084454,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,144
chr20,21228088,21228127,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,39
chr20,21259577,21259948,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,371
chr20,21376938,21378177,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,1239
chr20,21405666,21405730,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,64
chr20,21486719,21487162,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,443
chr20,21495361,21497171,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1810
chr20,21622855,21623252,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,397
chr20,21646621,21647053,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,432
chr20,21667789,21668366,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,577
chr20,21864963,21865078,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,115
chr20,21942806,21943612,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,806
chr20,21985056,21985654,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,598
chr20,22031488,22031776,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,288
chr20,22048119,22048187,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,68
chr20,22212631,22212787,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,156
chr20,22365239,22365675,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,436
chr20,22408024,22408473,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,449
chr20,23131254,23132061,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,807
chr20,23146585,23146604,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,19
chr20,23146605,23146786,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,181
chr20,23269659,23269734,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,75
chr20,23330871,23332292,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1421
chr20,23810953,23811038,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,85
chr20,23869258,23869797,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,539
chr20,23874173,23874457,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,284
chr20,23946659,23947423,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,764
chr20,24210464,24211603,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,1139
chr20,24321290,24322089,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,799
chr20,24542797,24543368,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,3,1713
chr20,24542797,24543368,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,3,1713
chr20,24542797,24543368,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,3,1713
chr20,24628554,24628947,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,393
chr20,24638067,24638615,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,548
chr20,24771374,24771410,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,36
chr20,24771411,24771615,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,204
chr20,24830865,24831658,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,2,1586
chr20,24830865,24831658,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,2,1586
chr20,24875243,24875363,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,120
chr20,25141492,25142293,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,801
chr20,25248407,25249186,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,779
chr20,25551579,25551838,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,259
chr20,25597840,25598087,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,247
chr20,25605441,25605664,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,223
chr20,25737614,25737711,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,97
chr20,26079789,26079886,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,97
chr20,26107408,26108162,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,754
chr20,26234985,26235162,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,177
chr20,29611115,29612417,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,2,2604
chr20,29611115,29612417,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,2,2604
chr20,29829286,29830728,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1442
chr20,29933943,29934739,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,796
chr20,30067235,30067403,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,168
chr20,30122388,30122497,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,109
chr20,30173211,30173294,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,83
chr20,30245078,30245201,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,123
chr20,30274287,30274898,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,611
chr20,30280665,30281048,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,383
chr20,30290832,30291086,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,254
chr20,30325482,30326097,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,615
chr20,30384738,30385045,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,307
chr20,30415198,30415537,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,339
chr20,30458143,30458193,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,50
chr20,30462674,30463297,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,623
chr20,30498755,30498930,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,175
chr20,30520053,30520546,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,493
chr20,30520547,30521091,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,544
chr20,30597432,30598640,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1208
chr20,30605909,30606282,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,373
chr20,30790166,30790305,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,139
chr20,30941625,30942144,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,519
chr20,30957295,30957596,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,301
chr20,30986478,30986635,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,157
chr20,30992288,30993020,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,732
chr20,31025200,31025751,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,551
chr20,31118503,31118676,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,173
chr20,31160302,31160528,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,226
chr20,31170744,31171060,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,316
chr20,31199092,31200250,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1158
chr20,31200251,31200280,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,29
chr20,31207706,31207795,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,89
chr20,31254222,31254343,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,121
chr20,31257219,31257471,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,252
chr20,31301092,31301695,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,603
chr20,31389355,31389710,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,355
chr20,31457469,31458301,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,832
chr20,31497727,31497928,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,201
chr20,31506099,31506689,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,590
chr20,31602052,31602246,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,194
chr20,31648134,31648322,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,188
chr20,31822780,31823245,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,465
chr20,31831221,31831484,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,263
chr20,31865353,31865941,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,588
chr20,31877670,31877767,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,97
chr20,31938374,31938531,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,157
chr20,32038920,32038972,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,52
chr20,32093675,32095045,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1370
chr20,32213861,32214182,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,321
chr20,32299576,32300320,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,744
chr20,32356533,32357494,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,961
chr20,32486529,32487340,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,811
chr20,32554936,32555380,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,444
chr20,32606723,32606840,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,117
chr20,32645740,32645975,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,235
chr20,32679300,32679476,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,176
chr20,32681620,32681761,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,141
chr20,32698064,32698246,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,182
chr20,32716156,32716391,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,235
chr20,32729358,32729995,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,637
chr20,32758978,32759157,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,179
chr20,32760873,32761282,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,409
chr20,32775004,32775361,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,357
chr20,32779908,32780076,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,168
chr20,32823057,32823198,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,141
chr20,32827512,32828211,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,699
chr20,32828212,32828245,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,33
chr20,32841152,32841214,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,62
chr20,32845131,32845319,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,188
chr20,32914070,32914227,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,157
chr20,32930009,32930366,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,357
chr20,32983485,32983904,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,419
chr20,32985956,32986108,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,152
chr20,33015372,33015768,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,396
chr20,33032512,33032589,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,77
chr20,33274695,33274779,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,84
chr20,33334694,33335032,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,338
chr20,33348033,33348801,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,768
chr20,33374182,33374259,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,77
chr20,33378382,33378517,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,135
chr20,33460161,33460334,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,173
chr20,33497760,33498022,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,262
chr20,33520436,33520753,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,317
chr20,33541650,33542135,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,485
chr20,33575710,33576409,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,699
chr20,33591386,33591882,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,496
chr20,33699075,33699387,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,312
chr20,33746370,33746796,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,426
chr20,33846762,33846974,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,212
chr20,33869314,33869488,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,174
chr20,33938798,33939147,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,349
chr20,33986401,33987437,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1036
chr20,34132039,34132362,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,323
chr20,34135215,34135393,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,178
chr20,34141828,34142449,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,621
chr20,34149884,34149978,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,94
chr20,34158811,34159143,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,332
chr20,34212187,34212355,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,168
chr20,34260567,34260847,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,280
chr20,34271497,34271813,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,316
chr20,34280969,34281291,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,322
chr20,34301487,34301739,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,252
chr20,34330104,34330549,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,445
chr20,34393109,34393494,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,385
chr20,34413291,34414071,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,780
chr20,34444677,34445282,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,605
chr20,34711094,34711296,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,202
chr20,34835568,34835912,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,344
chr20,34869084,34869890,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,806
chr20,34874109,34874567,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,458
chr20,34883882,34884301,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,419
chr20,34990039,34990472,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,433
chr20,35050897,35051365,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,468
chr20,35072453,35072751,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,298
chr20,35076167,35076532,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,365
chr20,35111852,35112376,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,524
chr20,35117910,35118110,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,200
chr20,35119376,35119547,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,171
chr20,35203452,35203891,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,439
chr20,35204249,35204273,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,24
chr20,35313031,35313204,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,173
chr20,35315878,35315967,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,89
chr20,35348047,35348297,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,250
chr20,35386047,35386483,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,436
chr20,35452124,35452163,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,39
chr20,35479038,35479194,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,156
chr20,35490917,35492054,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1137
chr20,35492549,35492866,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,317
chr20,35493820,35494493,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,673
chr20,35508242,35508736,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,494
chr20,35607903,35608628,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,725
chr20,35631691,35631856,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,165
chr20,35709102,35709338,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,236
chr20,35719538,35719713,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,175
chr20,35861539,35861842,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,303
chr20,35864119,35864292,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,173
chr20,35873501,35873856,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,355
chr20,35940533,35940615,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,82
chr20,35947907,35948006,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,99
chr20,35975087,35975678,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,591
chr20,35996288,35996598,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,310
chr20,36015805,36016423,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,618
chr20,36045092,36045336,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,244
chr20,36090359,36090984,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,625
chr20,36174310,36174703,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,393
chr20,36191274,36193611,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,2337
chr20,36236944,36237312,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,368
chr20,36259839,36260057,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,218
chr20,36332419,36332894,iCellNeuron_HTTLOC_CAPCxHTT_REP1.bed,1,475
chr20,36387182,36387296,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,114
chr20,36397421,36397576,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,155
chr20,36543617,36543916,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,299
chr20,36543917,36544530,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,613
chr20,36667872,36668045,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,173
chr20,36727959,36728135,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,176
chr20,36874375,36874832,iCellNeuron_HTTLOC_CAPCxHTT_REP2.bed,1,457
chr20,36877304,36878760,iCellNeuron_HTTLOC_CAPCxHTT_REP3.bed,1,1456
